chunk_id,source_book,page,text_preview,current_semantic_tags,current_risk_levels,annotated_contraindications,annotated_risk_level,annotator_notes
ku_pdfbook_ef61b550,毕淑敏自选集 生命卷 西藏的故事.pdf,15-16,"老携幼的壮士。带眷这些重量-道攀上
高峰。
爬山的肘候。喉咙会
~阵阵地发出腥甜的味道。好像有一条流着
血的小鱼。卡在那里。按说。这很没道理,困为爬山肘最辛苦的,是
手和脚。手要紧紧地扒住裸露的山岩。
无论多么尖锐的石缝。为了有
稳固的支点,你都必须把手指 进去,好像在坚硬的墙壁上钉入十根
铁条。脚像螃蟹的爪子。要么尽鼻向两侧伸展。以扩大身体和山石接
触的面积
一旦发生下滑,可以最大限度地增加摩擦力;  要么利用脚
骨的斜面。把它娈成没有知觉的木橛亍。深深撰人岩缝。就像在巨幅
画像下钉两个巨钉。才能保证悬挂着的身体突然坠下肘可挽救危局。
至于躯干。恨不能生出壁虎似的吸盘。牢牢粘在悬崖上。
飕山","呼吸困难, 疲劳与虚弱, 死亡焦虑",,,,
ku_pdfbook_45430d36,毕淑敏自选集 生命卷 西藏的故事.pdf,15-16,"有功能都充分调动起来。肌肉
高度紧张。神经分外敏感。此刻的每一e间。都执掌着人的生生死死。
说起来。喉咙也很要紧,因为它是气道。爬山需要消耗大量的空气。
就像前方在打仗。公路上运输的弹药物品就;外多。
要是供不上气,
手脚必得瘫痰。偏偏高原上稀少的就是空气。喉咙就得拼命工作。那
种甜腥的感觉
定是喉咙的某条徽血管崩裂了
礼出鲜血。
一天。行军路上遇到
-座险峻的高峰。尖兵报告说。曲折的冰崖
阻住通路,攀登极为困难。领导绐我们每人发了一条登山绳。让死死
系在腰匕。
干什么用的?  这绳看起来还挺绪实。
小麂说。
'这是纬组绳。你们三个人把它系好。就成了一个结绳组。
领
导指捎小鹿
我和河莲。
""","呼吸困难, 死亡焦虑",,,,
ku_pdfbook_a5a5aed9,毕淑敏自选集 生命卷 西藏的故事.pdf,17-17,"莲释得不错。
那咱们就成了刘关张祧园三结义。恨不同日同时生。但求同日
同肘死啦 !
小鹿兴奋得两眼放光。
领导不爱听。说:
'这只是万一时候的紧急处置措施。不要动不
动就说死的事。你们还年轻。
UUb
河莲思忖着说:
'要是小鹿掉下去了。还比较好救。她反正分显轻,
`把就拽住了
要是小毕嘛。就有点危险。那么虿。她要是万一失脚,
只怕一个人会把我们两个都拖入深渊,同归于尽。
我说:
""下就是因为我的吨位比较大。你们就这么害怕吗?  好啦
我好汊儆事好汊当。要是出现了可怕的事情,
~定不会连紧你们。我
会自动把结组绳解开。和你们脱钩,一个人滑下去好了。
领导说:
""不许乱讲。真到「那种肘侯。更要同","告别与分离, 生命意义",,,,
ku_pdfbook_cce32c19,毕淑敏自选集 生命卷 西藏的故事.pdf,18-18,"很好的吸音效果。让你的声音像蒙在棉絮里呷吟一样。传
不远。说起来很吃力。但是冰多的地方
又当别论。平滑的冰是音响
良好的反射体。相当于大理石板。会使你的声音发出清澈的回音。我
们此刻能发出的最大声音。
是不停的喘息声
爬啊爬。距离山顶。好像只有五十米的距离了。我们费尽千干辛万
苦地爬过这段距离,发现山顶还骄傲地耸立在五十米之外漠然地俯
视着我们。高原上稀薄的空气发生折射。使距离感变得虚无瓢渺
引
人错觉。我们并不懊丧
只是坚韧地问前。向上
爬山很能锻炼人的耐力。在攀登的队伍中。你像一支射出的箭
只能-
~往无前地努力挺迸。绝无后退的可能。我吞见有一些鲜红色的
小珠子。从我的嘴边滚落。我知道那是","呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_f84abf93,毕淑敏自选集 生命卷 西藏的故事.pdf,19-19,"动作。我想。我的二十个脚趾和手指。都是大功臣。假如没有
它们劳苦功高地揪住山的毫毛。我一定像块圆圆的鹅卵石。叽望咕噜
滚到山涧里去了
在我们就要到达山顶之前。我突然听到一种奇怪至极的 ""嘶嘶""
00g
声
好像是毒蛇的舌头在搅拌空气。当然。这是绝不可能的。阿里膏
原因为酷蹇。是没有蛇的。就算是有蛇,也绝不可能在沭天雪地里生存。
恐怖的声音到底来自何方?  没容我思索。腰间仿佛挨了致命的一击,
猛地抽紧。勒得我喘不过气; 一股螺旋般的下坠力量。像龙卷风一样
吸住了我。裹着我迅猛地向山底滑去。
我在极端的恐惧中朋白了-
~那毒蛇般的声音。是结组绳快速收
紧
摩擦冰面的响声
河莲遇到了巨大的危险。正","存在性痛苦, 生命意义",high,,,
ku_pdfbook_ebc42784,毕淑敏自选集 生命卷 西藏的故事.pdf,21-22,"们脚下。
我又向四周张望了一下。然后下u。 不知为什么。登上山以后,
人很窄易感到心里空荡荡的。好像把一种很宝贵的东西安放在雪山之
巅了。
我们默默地下着山,不断地对付荐险情。俗话说,上山容易下山难。
上山的肘侯。容易避开危险。下山则不然。脚心也泼长眼腈 ,
不小
心就出问题
有几次我失足下滑。要不是绪组绳帮助。也许就会像在
幼儿园滑渭梯
~样,直滑到雪山的肚子里。再也不见天日。
下了山。重新回到坚实的土地上。我们把结组绲解开。回头仰望
高山。几乎不相信我们用自己的双脚。把它一尺尺量过。但结组绳上
的冰雪可以作证。我们以集体的力量。曾经到达过怎样的高度。
八月里穿着棉衣
阿里的军人照相。只有等","生命意义, 告别与分离",,,,
ku_pdfbook_929540b6,毕淑敏自选集 生命卷 西藏的故事.pdf,27-27,"利目光。我们明自经验丰富的老摄影师来了。
""还顺利吗?
老摄影师咳嗽眷问。
""还好。只是去海拔最高的边防站隳的相片。困为气候实在太差,
风雪来临前抢拍的那些张。曝光量明显不足。底片经过处理。还是不行,
人影模糊:
牟富力强汇报。
""这可如何是好?
老摄影师非常不安。
'把钱退给他们。算我们白辛苦了。
年富力强说。
老摄影师说;
'是我们失职。太对不起他们。这柞吧。让没照好
的人从边防站下来。我们补照。
年富力强说:
""恐怕不成。照坏了的不是少数。要是都从边防站
撤下来。国境线匕没人站岗了。
老摄彤师说:
既是这样。只有一个办法。我们再上一次最高的
哨所。
年富力疆说:
""您的身体己经这样虚弱了","疲劳与虚弱, 呼吸困难",,,,
ku_pdfbook_2198e8b0,毕淑敏自选集 生命卷 西藏的故事.pdf,34-34,"跑
个不停。直眷身子挨完了司务长的训。领了新帽子回到宿舍。小如一
声不吭。
我说,
""还难过呢?  我有法子报复这个爱耷拉驴脸的司务长。人
吃五谷杂粮。我就不信他不生病。等他躺在床上的时候。就是你我的
天下了。别看他现在闹得欢。那会儿就再逞不了强。让我们一齐诅咒
他得一场不轻不重的病吧!咱们就可以板起脸,狠狼地训他一
-顿了。
我沉浸在想象的报复快乐里。几乎笑出『声。小如还是闷闷不乐
的样子。我说:
""你到底怎么亍?
小如说:
'我在想。为什么我们的帽子总爱丢?
河莲说:
""可能山爷爷是个帽子爱好者。头上光秃秃的怕感冒。
自己想戴又没人发给它。它的脑袋太大了,只好把我们的帽子收了去
救急。
我",抑郁情绪,,,,
ku_pdfbook_84364e67,毕淑敏自选集 生命卷 西藏的故事.pdf,36-37,"着小鹿。突然说:
'我有办祛了。
她跑到司务长那里;
说我要领
~包曲别针。司务长对所有要领东酉的人。都抱有戒心。他
骜惕地问:
#千什么用?
各部门司务长都是些娑婆妈妈的小气鬼。也不知他们是因为格外
小气才当上了司务长,还是当上司务长才变得格外小气。反正这个职
务有危险的传染性,能让所有坐这把交椅的人,都既吝啬又爱刨裉问底。
小如不肯正面回答他。只是说:
'朋天你就会看到这些曲别针干
什么了。
司务长嘟囔着:
""用不完。可记得给我拿回来啊!
第二天。在高原的蓝天自云下。每个女兵的帽子和头发间。都
别了一枚崭新的曲别针。它 ""回""  字形的轮廓,大部分别在发丝里,
小部分露在帽子外。仿佛一种美",生命意义,,,,
ku_pdfbook_93f16d0a,毕淑敏自选集 生命卷 西藏的故事.pdf,38-38,"绿毛龟。
人人脑袋上方。笼擘着一片绿色。不是天的颜色。是汽车篷布笼
罩的效果。我们大呼憋死了。要求同行的老兵批准揭开这顶盏子,
看外面的风景。
""透过篷布上的窟窿。你们尽管看。看个够。针尖大的窟窿能透
过斗大的风。没听人说吗?  眼皮是世界上最大的物件。你只要睁着眼,
有什么看不到的?
同行的老兵懒洋洋地说。他是下山治病的。听说
病还没洽好。工作紧张
要他上山,所以。他闷闷不乐,一副苦大仇
深的样子。新兵连长把我们几个女兵交给他。委托照应。他好像不堪
重负的毛驴
又被人强压了一捆柴火,忿忿地不爱理人。
我们只好像预备行窃的小偷一样。每人揪住篷布上的一个小孔,
尽力向外张望。汽车颠簸着
大米麻袋",疲劳与虚弱,high,,,
ku_pdfbook_4ce6cfa5,毕淑敏自选集 生命卷 西藏的故事.pdf,39-39,"了好久。当我们对获知答桊
基本绝望的肘候。老兵瓮声瓮气地回答。
""天啊。要走那么远的路!那还不到了外国啦?  要是能快点就好
了
到了我就能给我妈妈写信了。
小鹿说。她是我们之中最小的,
肯定想家了。
老兵突然睁开眼。说。车走得那么快。有什么好的?  还是慢点好
抓紧肘间。好好看看 ,好好闻闻吧。他说得很认真,像是在传授什么
秘诀。
我们四处乱瞧
耸动鼻子。但除了山峦和扑面的尘士以外。没发
现什么特别的好味遒。只好请教他。你让我们看什么闻什么呢?
""看地。闻气。
老兵很简略地说。
地有什么好看的呢?  每个人都在地上生活了十几年。地就像我们
的身体。早就熟透了。现在我们巴望的是早早到陌生的高原","灵性需求, 生命意义",,,,
ku_pdfbook_119ca6db,毕淑敏自选集 生命卷 西藏的故事.pdf,40-40,"
当我们满不在乎的
肘候。他就吓唬我们。我们真的害悄了。他又变得大大咧咧。
'我告诉你们一个治缺氧的好办祛吧,
百治百灵的
他很神
秘地说。
""啊。我知道的。一定是吸氧气了。
小鹿的家里有从医的根底,
抢先说道。
老兵有些泄气
但他很快恢复了指点讧山的气概。说:
'你那是
洋祛子。荒山野岭的。到哪儿去找氧气筒?  我说的是士方子。偏方治
大病。你们知不知道?
我们怕他一生气。就不讲了。忙狠狠地瞪小鹿。齐声说:
""知逍
知道。偏方治大病。
老兵这才告诉我们。治缺氧最好的办法是
~用背包带:
就是你们捆行李的那种。把自己的头紧紧地缠起来。记住;一定要用
那根宽带子
窄的不管事。
我们目瞪口呆,果平","呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_6518fe9f,毕淑敏自选集 生命卷 西藏的故事.pdf,40-41,"在笫一个兵站了。
尽管老兵的口气很平稳
我们还是吓得不敢大日喘气。河连似乎
连笑也很节省气力,再不像往日那样哈哈个不停。只是小小地抿肴口,
好像旧时代的小姐。她不放心地说:
如果背包带勒头不管事。怎么
""喏。
办呢?
老兵很干脆地说:
""那就成烈士呗。阿里这地方就这点好。不管
你是困为什么廪因死的。只要牺牲在高原。就算是正经八百的烈士。
说起来世有道理
要不甚保家卫国。谁到这天边似的地方来呢。
我们都不想小小的年纪就成为烈士
因此。就很注意保养自己
大家话也不敢多说。软软地靠在大米袋子上。生怕一个微小的举动
消耗掉体内宝贵的氧气。悲惨地成了第-个用背包带勒头的人。
缺氧有一种轻度的麻醉作用
像","呼吸困难, 疲劳与虚弱, 死亡焦虑, 认知障碍",high,,,
ku_pdfbook_1a49dda9,毕淑敏自选集 生命卷 西藏的故事.pdf,43-43,"空旷。第四个
感觉是
老兵不屑地说:
""这里才三干多米。你就那么多的感觉。要是到
了阿里。足有六干多米。你还不得弄个十来八条的感觉
累不累啊?
果平仿佛被人塞了一脖子雪。立肘设了说话的情绪。我们慢慢走
到食堂。默不作声地开始吃饭。主食大米饭。菜肴困为-下来「这么
多人
兵站措于不及
就倒了半盆酱油。说用这个拌米饭。很好吃的。
我在心里说:
""这玩艺儿黑不拉叽咸不溜秋的。倒在米饭里。能
咽得下去吗?
嘿!真奇怪。舌头-上了高原。好像也发生了奇妙的变化。竟然
完全分辨不出食物的味道。米饭吃到嘴里。像一粒粒长着刺的锯末。
酱油汁把米饭渗透到发红发黑的地步。也不觉咸。好像搅拌进去的是
~种无味的特殊颜","呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_754b624e,毕淑敏自选集 生命卷 西藏的故事.pdf,44-44,"发动了全面的攻击。
胸膛里吸进的好像不再是空气。而是一种黏糊糊的金属。沉重而
压抑。肋骨好像变成了八脚章鱼
紧紧地箍着肺。让它设法像平日那
般自由扩张。脑袋里装满了打火石。摇一下就金星乱冒。眼珠子胀得
难受。恨不能把它抠出来。用冰谅的雪水擦擦四周。再安回狭小的眼眶。
每个人都嘴唇青紫。好像刚刚吃完玫瑰香葡萄而葡萄皮没吐干净。
恰好这肘。由于海拔太高。气压太低。汽车也犯亍高原病。水箱
开锅了。呼呼直冒热气。像个火车头。司机只好停车
到远处去背雪,
赶快给发高烧的汽车降温。让它歇息一会儿;才可继续赶路。
我们像些八十岁的老婆婆。颤颤巍巍地爬下车。虽然-上-T又
要消耗不少体力。喘似多年的老气筲炎病","呼吸困难, 疲劳与虚弱",high,,,
ku_pdfbook_06394e4f,毕淑敏自选集 生命卷 西藏的故事.pdf,44-45,"不出疼。你可换种方式。比如用牙咬咬舌头。狠一点。才会见
效果。
果子 ""呸"";了她一几说:
""我宁愿相信自己是到了火星。也不愿
把舌头咬出血。
河莲儆出很无辜的样子说:
""我在脑子缺氧的情况下
还替你
似岚
出这样有效的办法。而你。真是不识好人心!
什么事都怕说。本来每个人都头痛欲裂。以为别人没感觉。就不
好意思呻吟叫唤。现在有人开了头。大家就同仇敌忾地叫起苦来。
小鹿的头上阜己绑了背包带。因为用力过大。额头勒得像个细腰
葫芦
嘴巴被扯到耳朵裉。好像她无时无刻都在嘲笑谁。她说:
""还
偏方治大病呢。我的脑袋都掴成炸药包了
一点用也没有。
果平说:
'真想把肺从肚子里掏出来。邮寄到平原去。让家里","呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_ee1ca7cd,毕淑敏自选集 生命卷 西藏的故事.pdf,49-49,"到我们戍边的时候。鱼巳经没有那么多了
但依然稠密而患笨。用
曲别针弯个鱼钩,用-块生牛肉条挂在曲别针上。甩进河里。不消片刻,
鱼就上钩了。
藏北的鱼不知归于哪一属哪一科目,色黑亮如柏油,肉雪白若膏脂。
但不知是高原上人的胃口差。还是这鱼本身的间题。大家都不爱吃鱼。
星期天的早晨。常有人披了军大衣在狮泉河咩垂钓。钓到了,
便把那
挣扎着的鱼从曲别针上摘下来。重新丢入沸沸扬扬滚动着的河水中。
许多年后。听一位去过酉方的朋友讲。那里的文明人类活得多么潇洒,
常常把钓到的鱼再甩回湖里
钓鱼不是为了吃。而是为了消逍。我想
早在很多年前。因为寂寞
我们也2达到过这种境界。原来也曾潇洒
过一回。
但是在高原","呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_b2f4b6f6,毕淑敏自选集 生命卷 西藏的故事.pdf,50-50,"都一大把一大把地
吞药,仿佛病人膏肓的老人。维生素到底有多大的效力。我不敢妄下
结论。只知逍在吃肴维生素的同肘。我们指甲凹陷
齿龈出血。口腔
溃疡。头发脱落.对于人。最重要的是空气。因为氧气不足而出现
的这一系列麻烦。只有用一分钱都不值的空气才能治疗。可惜。空气
在高原是定量的。
为了保证大家吃好
挑选炊事班长的严格不亚于挑选
~位军事指
挥员。要能吃苦
会动脑筋。还需手巧。
我们的炊事班长是甘肃人。方头
两只眼睛的距离很远。身材高大。
当我后来看到挖掘出来的秦始皇兵马俑时。自觉得为班长找到了祖先。
班长扛大米。嘿哟哟
一次能扛两庥袋。
一袋一百斤。在高原上
扛两袋
简直是找死。可他脸不变色心","疲劳与虚弱, 呼吸困难",,,,
ku_pdfbook_16a42668,毕淑敏自选集 生命卷 西藏的故事.pdf,59-60," 的那种东西。叫儆
'高原反应
会让你的口鼻
像螃蟹似的冒出粉红色的泡沫;  皮肤泛出紫蓝的网纹。蕞后你丢掉所
有的体温。成为冰山的
~部分。
我们那时只有十六七岁
虽说也感到轻徽的不适。都像否认有偷
仑山
窃行为-样否认
高原反应""
那还是一个以为否认就能挽敕一切的
年纪。
到了兵站睡觉的肘候。老兵说,
高原反应
是一定会来的,
别看你们年轻。夜里头疼得实在受不了。可以用背包带子在额头上勒
两圈。越紧越好。偏方治大病。
我躺在坚硬如铁的兵站枕头上。焦急地等待头疼。当它真的像春
雨一般润物无声地降临时。我欣喜地发现它并没有想象中神奇。
""高
原反应""  是一种像铅色绸缎殿柔软而黏稠的东酉。裹住","死亡焦虑, 呼吸困难, 疲劳与虚弱, 认知障碍",,,,
ku_pdfbook_10667414,毕淑敏自选集 生命卷 西藏的故事.pdf,67-67,"河的鱼
头很大。脑子却很傻
把曲别针弯直。挂上一块羊肉。它就上钩了。
可能在它固守了百万年的遗传密码里。从来没有被人下饵陷害的经验
所以不防。
当兵的人。洗被子是个大工程
除了费力。主要是缺乏工具。每
个人只有一个小脸盆。洗一件军衣就爆满。泡沫横飞;  若把被子塞进
去。活似大象进了茶壶。涌得皂水四溢
泛滥成灾。我提议。单是洗,
就在险盆里凑合了;  透水的时候
到狮泉河去。让河水这个天大的盆
把我们的军被冲涮一诤。
我们的营地距狮泉河不过百余米。不一会儿就到了。当我们兴高
采烈地把军被放到狮泉河里肘。立即发现失算了。狮泉河绝不是-个
温顺的女仆。它躁动肴,茌裘面上虚怀若谷的水波下,
掩藏肴湍",疲劳与虚弱,,,,
ku_pdfbook_43a4bdea,毕淑敏自选集 生命卷 西藏的故事.pdf,79-79,"原反应像重
量级的拳击手。亳不留情地击倒了他。第二天他就下山返回平原了。
但记者很忠于职守
就在高原的这仅有的
~天里。挣扎着看了一些单
位的黑板报。摘了一些作品昂带回去。我的小诗也在其中。回去以后,
别人的都没选中。只发了我的那
首::
我不知道自己随手涂抹的句子还有这样的经历。但幼时妈妈的教
育使我绝不大惊小怪。我设有看见自己的作品变成铅字的喜悦。只认
为这是一个巧合。不会再有第二个记者匆匆下山,下会再有人看上我
的小诗+
我继续专心地学习医学知识
一点也漤有因此想投稿搞创作什
么的。
当了几年兵。我回家探亲。我的父亲很郑重地同我谈到了那首诗 一
说他很高兴。
我从小是一个乖孩子。愿意使自","抑郁情绪, 自杀意念",high,,,
ku_pdfbook_24f07d58,毕淑敏自选集 生命卷 西藏的故事.pdf,80-80,"地盘
算好了
只需找
~块陡峻的峭壁实施自戕的方荼。不一会儿。地方选
好亍。那是一处很美丽的山崖
天像纯蓝墨水一样浓郁地蓝肴。有凝
然不动的苍鹰像图钉似的锲进苍天。这里的积雪比较薄。赭色的山岩
0bg
像礁石
~般浮出原(我知道要找
~块山石狰狞的地方下手。否则
叫厚
-垫。很可能功亏-赁 )
一切都策划好了 ,但是我遇到了最大的困难。我的脚不听我的指挥
想让右脚腾空。可是它紧紧地用脚趾抠住毛皮鞋底儿。鞋底儿粘在酷
褰的土地上。丝毫不肯像我计划前那样飞翔而起:
我转而命令左脚
它倒是抬起来了。可它不是向下滑动。而是挣扎着向上挪去 骨春
的肌体不服从我的死亡指令
各部分零件出于本能居然独自求生:","死亡焦虑, 存在性痛苦, 生命意义, 自杀意念, 告别与分离",,,,
ku_pdfbook_c5935fe5,毕淑敏自选集 生命卷 西藏的故事.pdf,81-81,"山风卷得谩无边际。
我为一个二十岁的班长换过尸衣。脱下被血染红的军装。请理他
口袋里的遗物。他兜里装着几块水果糖。纸都磨光了
糖块像一个个
斑驳的小乌龟。沾着他的血迹:
我一点都不害怕。因为我的兜里也
有和他
~样的水果糖。这件小小的物品使我觉得他是兄弟。
我们把他肚子上覆盖的铁磁碗取下来。碗里扣着的。是他流出的
肠子。敌人的子弹贳穿了他的胶腔
肠管已经娈得铁管一样坚硬。没
有办法再填回他的肚子里去了。
我们给他换上崭新的军装。把风纪扣严严实实地系好。除了他的
腰间因为流出的肠子。扎了皮带也显得有些臃肿。真是一个精干的小
战士呢。
趁人不注意。我在他的衣兜里又放上了几块水果糖。我不敢让别
人知","哀伤与丧失, 生命意义, 告别与分离, 灵性需求",,,,
ku_pdfbook_05834e0c,毕淑敏自选集 生命卷 西藏的故事.pdf,82-82,"审视。我到过
这个国家最偏远最荒凉的地方。在横贯整个中国的旅行中。我知逍了
它的富饶与贫瘠。我在妖娆的霓虹灯中行走。身旁会突然显现自茫茫
的雪原。在文明的喧哗与躁动之间。我倾听到遥远的酉部有
~座山在
虎啸龙吟:
我的父亲有一天对我说。我看你是可以写一点东酉的。你为什么
不写呢?
我的父亲是
~个很聪朋的人,而且在交学艺术方面有很好的天赋。
只是由于他们那一代人所处的环境,使他戎马一生,始终末能从事文学。
我从_的目光里吞到了期望。我决定
~试。
一个微茫的希望在远方磷火般地闪动。我想用我的笔。告诉世人
~些风景和故事。我想让我的父母惊喜。
于是在一个普通的日于。我铺开
~张洁自的纸。那是在深","生命意义, 灵性需求",,,,
ku_pdfbook_5e61f3d8,毕淑敏自选集 生命卷 西藏的故事.pdf,90-90,"
叶。于是人手一个小水桶般的茶缸。成天鳟在炉台上。煎出中药般浓
郁的茶汁。
哪天哨们下了山,喝用开水沏出来的茶。也许另是一番滋味
就像生苹果和熟苹果的味道是不一样的。
心里想的是信。我嘴上却
这么说。
游星不答话。她不喜欢我的故作轻松。
""信来啦!
有人在外面像报童
~祥高声呼唤。
我们腾地窜起;全然不顾高原_上不许贸然奔跑的禁令。
第一批信件中
我两封。游星一封。
我忙不迭地撕开信封。动作太匆忙。连着信瓤扯下一缕
风笋飘
带般耷拉着一目十行看下去。看着看着。眼泪就掉下来了
~妈妈病
了!急忙去乔信尾处的落款。是去年十二月的事。后来怎么样了?  我
亲爱的母亲到底是好些了还是更.
""加重了? ","预后不确定, 抑郁情绪, 告别与分离",,,,
ku_pdfbook_48b0e381,毕淑敏自选集 生命卷 西藏的故事.pdf,105-105,"细发。兀乎长到脊椎骨。要把它们提拢起来
统统塞进军帽,
揪得皮肉生疼。我想古代所谓的头悬粱
大约就是这个滋味。
高原之上。人无分男女, 所有的曲线都被棉衣抹平。只有头发在
昭示男女有别。
老协有道理。
近看洗澡车更像一辆囚车。只有一个门。窗户极小极高。四周完
全密闭。内设更衣室和淋裕间,还有附属的上下水设备和烧汽油的锅
炉。当然,最主要的是要有驾驶室。这样洗澡车只要开到有水源的地方,
发动3达抽水。点燃蔚蓝色火苗的汽油炉
就会有热水自喷嘴涌出。
这大概是全军海拔最高设备最好的浴室了。
半年享受一回
又能管多大用呢?  洗操车又很娇贵,一天不是这
坏就是那坏。一到战备紧张。先把洗澡车开到深山里掩",疲劳与虚弱,,,,
ku_pdfbook_c9c17c90,毕淑敏自选集 生命卷 西藏的故事.pdf,106-106,"用手抹去另外一块玻璃上的水气。踮起脚向外观察。
我认真判断了一下形势。其实我们挺安全的。窗户很高。一般人
没有两米以上的身材。绝窥不到我们。除非他像壁虎贴在墨绿色的车
厢外。光天化日之下。兀乎不可能。
游星被水贴在额头上的眉毛。猛然耸立起来:
'帆。你看!
我颤颤地凑过去。说实话。尽管从理论上讲是安全的。但在这种
没有任何衣物保护的情况下去观察有无男人
荐实令人惑惧。
洗澡车左边就是参谋们的宿舍。这是没有办祛的事。房屋是傍狮
泉河而建,冼澡车也必须择水而栖。
逍路空荡荡。偶尔有夹着卷宗的人走过
脚步匆匆,凛然正气,
绝没有驻足窥测的企图。
墼个营区酣睡般正常。
""芦花。你是不是看错了?
我问。",抑郁情绪,,,,
ku_pdfbook_dc11a150,毕淑敏自选集 生命卷 西藏的故事.pdf,108-108,"
你骟我。我会恨你一辈孑!
游垦把黑发垂下来。我们躲在她的黛发
后面。好像一顶油亮的帐篷。芦花听不见。
""什么事?  这么严重?
我想一定同那个夜晚来访的男人有关,
不由得抖擞精神,
'我一定如实说。
你收到过 有人给你写过 就是那种信吗?
游星突然结
巴起来。
嘿!我还以为是她的秘密。没想到是刺探我的秘密!
那种信。我们彼此都心照不宣。师里三令五申不许谈恋爱。老协
更是像猎狗一样灵敏。但总有胆大包天的军人。利用种种手段。表达
爱慕之情。我想每个女孩都收到过那种僖。大概以芦花最多。她是农
村出来的那些小千部理想的贤妻良母型的女人。有的人书法华丽
词
意高深。芦花摸不着头脑。还请教过我。但这种事","未竟事务, 抑郁情绪",,,,
ku_pdfbook_2cb525ca,毕淑敏自选集 生命卷 西藏的故事.pdf,113-113,"。喉管像被一只很柔软但是密不通风的手捂住。血脉急遽膨
胀。纤巧的身体变成庞然大物  其后才是玲。礼人心脾襄凝
~切的
冷水
充满了棉衣的每
-处缝隙。我们像高压锅的铅锤一样。打着旋
地向深远的河底遁去
求生的本能加上游星{后的呼唤。使我们拼命抗御地心的引力往
头顶的方向使劲
双手挥荡如狂风中的枯叶。指甲碰到什么。就像铁
钩一样抠迸去
企图悬挂住越来越蠢重的身躯 突然。仿佛是天助
神力。颠覆的小舟艰难但是顽强地脱离了芏航逍。天知逍这条野马般
的狮泉河亘古以来是否航行过一只船! 橡皮筏拖着我们;一寸寸锲而
不舍地拢向河岸。
终于。靠岸了!当我们重又踩到铺满鹅卵石的坚硬的土地时。双
膝一软。跪倒在地","呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_2e1cba77,毕淑敏自选集 生命卷 西藏的故事.pdf,117-117,"之中?
""其实游星并不像你们想象的那样。比如馋。她不过是爱挂在喘
边上。
""喂!你别老踉我谈游星好不好?  她就是公主。我也不想当驸马!
我只想同你谈谈你,谈谈我们!
孔博突然火了
肆无忌惮地朝我嚷。
""我们没有我们!
我也不甘示弱。
孔博真傻。男女之间的谈话。聂初绝对是从各自的朋友开始的。
他这种单刀苴入直取上将首级的战术
萁叫人接受不了。
菅区像一头蹲踞的野兽。已在前方出现。我们就是想言归于好,
也没有路程了。
老协干辛万苦把我们从冰河中救出,
目的就是让我们写检查
遍不成。再加工还不成。我基本沉得住气。芦花的检讨书己经被泪水
浸得像泡泡纱
老协还说不行。
看我的。
游星忍不住了
提笔以我",抑郁情绪,,,,
ku_pdfbook_f84d1f99,毕淑敏自选集 生命卷 西藏的故事.pdf,118-118,"机给大家的信号。
按规定。五分钟后。电灯就会熄灭。请大家准备好煤油灯或是蜡烛照明。
游星还没回来。门怎么办?
芦花问我。她胆子小。又睡在最
靠近门口的地方。每天入睡时
都把门口的警戒措施搞得十分复杂。
捅上门后。先在门前摆
~张凳子。若甚有人半夜闯入。推门之后就是
一声惊天动地的巨响。足以把沉睡中的我们惊醒。然后在靠近她床头
的地方再摆上脸盆。盆里注上快谥出来的水。这样闯入者就是有幸躲
过第一道防线。也会一脚踹进水盆。除了造成极大的苒响外。必定滑
个结结实实的大马趴。
我说过她:  怎么搞得像地逍战一样复杂! 虽说害怕黑暗是女孩子
们的通病,但像芦花这样近乎病态的怼惧,世很少见。游星干脆在背
","存在性痛苦, 抑郁情绪",,,,
ku_pdfbook_e46940c6,毕淑敏自选集 生命卷 西藏的故事.pdf,119-119,"?  这不是总后发的军装吗?
可惜老协只是很有些悲哀
地看着我。没说
~句话。
听说老协在乡下有个末婚斐
是穿上军装的第二天。父母给包办
的。农村有些很穷的小伙于。原来都是要打光棍的命了_
突然匠征入
伍。有姑娘的人家便把宝押了上来:  若是今后能在队伍上出息个军官
自己的姑娘也就能跳出去 _
弄个太太当了。若是干几年回来。女婿也
算是见过些世面。不会比土里刨食的更差。匆匆忙忙订的好事。待到
青年小伙真的套上四个兜的千部服,这种没有感情基础的婚姻便遇上
了地震。
~把扯敞亍
怕组织上从此对自己有看法。影响前程。凑合眷 ,
又觉得委屈。便一直拖着。
尽管老协自己的事挺挠头。对看守我们还是尽责尽职",未竟事务,,,,
